review_time,action,manual_label,source_path,destination_path,image_name,parse_ok,camera,video_datetime,video_start,frame_number,fps,frame_timestamp,year,month,day,hour,minute
2026-06-25 15:47:05.883122,classify,unsure,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202307191346.mp4_frame_01528.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unsure/10.0.11.2_202307191346.mp4_frame_01528.jpg,10.0.11.2_202307191346.mp4_frame_01528.jpg,True,10.0.11.2,202307191346,2023-07-19 13:46:00,1528,26,2023-07-19 13:46:58.769231,2023,7,19,13,46
2026-06-25 15:47:09.946909,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202307201448.mp4_frame_00365.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/particulate/10.0.11.2_202307201448.mp4_frame_00365.jpg,10.0.11.2_202307201448.mp4_frame_00365.jpg,True,10.0.11.2,202307201448,2023-07-20 14:48:00,365,26,2023-07-20 14:48:14.038462,2023,7,20,14,48
2026-06-25 15:47:11.778565,classify,animal,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202307220946.mp4_frame_00078.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/animal/10.0.11.2_202307220946.mp4_frame_00078.jpg,10.0.11.2_202307220946.mp4_frame_00078.jpg,True,10.0.11.2,202307220946,2023-07-22 09:46:00,78,26,2023-07-22 09:46:03,2023,7,22,9,46
2026-06-25 15:47:13.506819,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202307222146.mp4_frame_00562.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/particulate/10.0.11.2_202307222146.mp4_frame_00562.jpg,10.0.11.2_202307222146.mp4_frame_00562.jpg,True,10.0.11.2,202307222146,2023-07-22 21:46:00,562,26,2023-07-22 21:46:21.615385,2023,7,22,21,46
2026-06-25 15:47:14.554896,classify,animal,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202307240746.mp4_frame_00003.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/animal/10.0.11.2_202307240746.mp4_frame_00003.jpg,10.0.11.2_202307240746.mp4_frame_00003.jpg,True,10.0.11.2,202307240746,2023-07-24 07:46:00,3,26,2023-07-24 07:46:00.115385,2023,7,24,7,46
2026-06-25 15:47:25.239123,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202307290246.mp4_frame_00911.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/particulate/10.0.11.2_202307290246.mp4_frame_00911.jpg,10.0.11.2_202307290246.mp4_frame_00911.jpg,True,10.0.11.2,202307290246,2023-07-29 02:46:00,911,26,2023-07-29 02:46:35.038462,2023,7,29,2,46
2026-06-25 15:47:31.946236,classify,animal,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202307290448.mp4_frame_01774.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/animal/10.0.11.2_202307290448.mp4_frame_01774.jpg,10.0.11.2_202307290448.mp4_frame_01774.jpg,True,10.0.11.2,202307290448,2023-07-29 04:48:00,1774,26,2023-07-29 04:49:08.230769,2023,7,29,4,48
2026-06-25 15:47:33.161425,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202307300146.mp4_frame_01511.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/particulate/10.0.11.2_202307300146.mp4_frame_01511.jpg,10.0.11.2_202307300146.mp4_frame_01511.jpg,True,10.0.11.2,202307300146,2023-07-30 01:46:00,1511,26,2023-07-30 01:46:58.115385,2023,7,30,1,46
2026-06-25 15:47:34.047942,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202307300246.mp4_frame_00166.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/particulate/10.0.11.2_202307300246.mp4_frame_00166.jpg,10.0.11.2_202307300246.mp4_frame_00166.jpg,True,10.0.11.2,202307300246,2023-07-30 02:46:00,166,26,2023-07-30 02:46:06.384615,2023,7,30,2,46
2026-06-25 15:47:37.361918,classify,animal,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202307302246.mp4_frame_01152.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/animal/10.0.11.2_202307302246.mp4_frame_01152.jpg,10.0.11.2_202307302246.mp4_frame_01152.jpg,True,10.0.11.2,202307302246,2023-07-30 22:46:00,1152,26,2023-07-30 22:46:44.307692,2023,7,30,22,46
2026-06-25 15:47:38.670334,classify,animal,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202308012246.mp4_frame_01221.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/animal/10.0.11.2_202308012246.mp4_frame_01221.jpg,10.0.11.2_202308012246.mp4_frame_01221.jpg,True,10.0.11.2,202308012246,2023-08-01 22:46:00,1221,26,2023-08-01 22:46:46.961538,2023,8,1,22,46
2026-06-25 15:47:40.625648,classify,animal,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202308030646.mp4_frame_01731.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/animal/10.0.11.2_202308030646.mp4_frame_01731.jpg,10.0.11.2_202308030646.mp4_frame_01731.jpg,True,10.0.11.2,202308030646,2023-08-03 06:46:00,1731,26,2023-08-03 06:47:06.576923,2023,8,3,6,46
2026-06-25 15:47:42.446583,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202308031746.mp4_frame_01143.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/particulate/10.0.11.2_202308031746.mp4_frame_01143.jpg,10.0.11.2_202308031746.mp4_frame_01143.jpg,True,10.0.11.2,202308031746,2023-08-03 17:46:00,1143,26,2023-08-03 17:46:43.961538,2023,8,3,17,46
2026-06-25 15:47:46.063332,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202308070046.mp4_frame_00355.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/particulate/10.0.11.2_202308070046.mp4_frame_00355.jpg,10.0.11.2_202308070046.mp4_frame_00355.jpg,True,10.0.11.2,202308070046,2023-08-07 00:46:00,355,26,2023-08-07 00:46:13.653846,2023,8,7,0,46
2026-06-25 15:47:51.648606,classify,animal,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202308081646.mp4_frame_01066.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/animal/10.0.11.2_202308081646.mp4_frame_01066.jpg,10.0.11.2_202308081646.mp4_frame_01066.jpg,True,10.0.11.2,202308081646,2023-08-08 16:46:00,1066,26,2023-08-08 16:46:41,2023,8,8,16,46
2026-06-25 15:47:52.713494,classify,animal,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202308181646.mp4_frame_00709.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/animal/10.0.11.2_202308181646.mp4_frame_00709.jpg,10.0.11.2_202308181646.mp4_frame_00709.jpg,True,10.0.11.2,202308181646,2023-08-18 16:46:00,709,26,2023-08-18 16:46:27.269231,2023,8,18,16,46
2026-06-25 15:47:53.993803,classify,animal,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202308280646.mp4_frame_00536.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/animal/10.0.11.2_202308280646.mp4_frame_00536.jpg,10.0.11.2_202308280646.mp4_frame_00536.jpg,True,10.0.11.2,202308280646,2023-08-28 06:46:00,536,26,2023-08-28 06:46:20.615385,2023,8,28,6,46
2026-06-25 15:47:55.866162,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202308301046.mp4_frame_00715.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/particulate/10.0.11.2_202308301046.mp4_frame_00715.jpg,10.0.11.2_202308301046.mp4_frame_00715.jpg,True,10.0.11.2,202308301046,2023-08-30 10:46:00,715,26,2023-08-30 10:46:27.500000,2023,8,30,10,46
2026-06-25 15:48:03.099011,classify,unsure,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202309031846.mp4_frame_00985.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unsure/10.0.11.2_202309031846.mp4_frame_00985.jpg,10.0.11.2_202309031846.mp4_frame_00985.jpg,True,10.0.11.2,202309031846,2023-09-03 18:46:00,985,26,2023-09-03 18:46:37.884615,2023,9,3,18,46
2026-06-25 15:48:08.555047,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202309051946.mp4_frame_00138.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/particulate/10.0.11.2_202309051946.mp4_frame_00138.jpg,10.0.11.2_202309051946.mp4_frame_00138.jpg,True,10.0.11.2,202309051946,2023-09-05 19:46:00,138,26,2023-09-05 19:46:05.307692,2023,9,5,19,46
2026-06-25 15:48:09.825586,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202309071048.mp4_frame_00776.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/particulate/10.0.11.2_202309071048.mp4_frame_00776.jpg,10.0.11.2_202309071048.mp4_frame_00776.jpg,True,10.0.11.2,202309071048,2023-09-07 10:48:00,776,26,2023-09-07 10:48:29.846154,2023,9,7,10,48
2026-06-25 15:48:10.914256,classify,animal,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202309240848.mp4_frame_00111.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/animal/10.0.11.2_202309240848.mp4_frame_00111.jpg,10.0.11.2_202309240848.mp4_frame_00111.jpg,True,10.0.11.2,202309240848,2023-09-24 08:48:00,111,26,2023-09-24 08:48:04.269231,2023,9,24,8,48
2026-06-25 15:48:15.247646,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202310011846.mp4_frame_00143.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/particulate/10.0.11.2_202310011846.mp4_frame_00143.jpg,10.0.11.2_202310011846.mp4_frame_00143.jpg,True,10.0.11.2,202310011846,2023-10-01 18:46:00,143,26,2023-10-01 18:46:05.500000,2023,10,1,18,46
2026-06-25 15:48:17.282810,classify,animal,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202310030146.mp4_frame_00024.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/animal/10.0.11.2_202310030146.mp4_frame_00024.jpg,10.0.11.2_202310030146.mp4_frame_00024.jpg,True,10.0.11.2,202310030146,2023-10-03 01:46:00,24,26,2023-10-03 01:46:00.923077,2023,10,3,1,46
2026-06-25 15:48:18.136575,classify,animal,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202310040446.mp4_frame_01249.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/animal/10.0.11.2_202310040446.mp4_frame_01249.jpg,10.0.11.2_202310040446.mp4_frame_01249.jpg,True,10.0.11.2,202310040446,2023-10-04 04:46:00,1249,26,2023-10-04 04:46:48.038462,2023,10,4,4,46
2026-06-25 15:48:22.531142,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202310051146.mp4_frame_01197.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/particulate/10.0.11.2_202310051146.mp4_frame_01197.jpg,10.0.11.2_202310051146.mp4_frame_01197.jpg,True,10.0.11.2,202310051146,2023-10-05 11:46:00,1197,26,2023-10-05 11:46:46.038462,2023,10,5,11,46
2026-06-25 15:48:24.092335,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202310070746.mp4_frame_00361.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/particulate/10.0.11.2_202310070746.mp4_frame_00361.jpg,10.0.11.2_202310070746.mp4_frame_00361.jpg,True,10.0.11.2,202310070746,2023-10-07 07:46:00,361,26,2023-10-07 07:46:13.884615,2023,10,7,7,46
2026-06-25 15:48:35.292185,classify,animal,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202310071446.mp4_frame_00316.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/animal/10.0.11.2_202310071446.mp4_frame_00316.jpg,10.0.11.2_202310071446.mp4_frame_00316.jpg,True,10.0.11.2,202310071446,2023-10-07 14:46:00,316,26,2023-10-07 14:46:12.153846,2023,10,7,14,46
2026-06-25 15:48:38.100872,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202310110346.mp4_frame_00140.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/particulate/10.0.11.2_202310110346.mp4_frame_00140.jpg,10.0.11.2_202310110346.mp4_frame_00140.jpg,True,10.0.11.2,202310110346,2023-10-11 03:46:00,140,26,2023-10-11 03:46:05.384615,2023,10,11,3,46
2026-06-25 15:48:42.714902,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202310111546.mp4_frame_01716.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/particulate/10.0.11.2_202310111546.mp4_frame_01716.jpg,10.0.11.2_202310111546.mp4_frame_01716.jpg,True,10.0.11.2,202310111546,2023-10-11 15:46:00,1716,26,2023-10-11 15:47:06,2023,10,11,15,46
2026-06-25 15:48:43.837479,classify,animal,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202310241046.mp4_frame_00717.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/animal/10.0.11.2_202310241046.mp4_frame_00717.jpg,10.0.11.2_202310241046.mp4_frame_00717.jpg,True,10.0.11.2,202310241046,2023-10-24 10:46:00,717,26,2023-10-24 10:46:27.576923,2023,10,24,10,46
2026-06-25 15:48:46.297729,classify,animal,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202310250146.mp4_frame_01045.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/animal/10.0.11.2_202310250146.mp4_frame_01045.jpg,10.0.11.2_202310250146.mp4_frame_01045.jpg,True,10.0.11.2,202310250146,2023-10-25 01:46:00,1045,26,2023-10-25 01:46:40.192308,2023,10,25,1,46
2026-06-25 15:48:50.632053,classify,animal,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202310291648.mp4_frame_00934.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/animal/10.0.11.2_202310291648.mp4_frame_00934.jpg,10.0.11.2_202310291648.mp4_frame_00934.jpg,True,10.0.11.2,202310291648,2023-10-29 16:48:00,934,26,2023-10-29 16:48:35.923077,2023,10,29,16,48
2026-06-25 15:48:52.762871,classify,animal,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202310300546.mp4_frame_00332.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/animal/10.0.11.2_202310300546.mp4_frame_00332.jpg,10.0.11.2_202310300546.mp4_frame_00332.jpg,True,10.0.11.2,202310300546,2023-10-30 05:46:00,332,26,2023-10-30 05:46:12.769231,2023,10,30,5,46
2026-06-25 15:48:53.945302,classify,animal,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202310310246.mp4_frame_00149.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/animal/10.0.11.2_202310310246.mp4_frame_00149.jpg,10.0.11.2_202310310246.mp4_frame_00149.jpg,True,10.0.11.2,202310310246,2023-10-31 02:46:00,149,26,2023-10-31 02:46:05.730769,2023,10,31,2,46
2026-06-25 15:48:55.931857,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202310311148.mp4_frame_00112.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/particulate/10.0.11.2_202310311148.mp4_frame_00112.jpg,10.0.11.2_202310311148.mp4_frame_00112.jpg,True,10.0.11.2,202310311148,2023-10-31 11:48:00,112,26,2023-10-31 11:48:04.307692,2023,10,31,11,48
2026-06-25 15:48:59.117288,classify,animal,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202310311946.mp4_frame_00765.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/animal/10.0.11.2_202310311946.mp4_frame_00765.jpg,10.0.11.2_202310311946.mp4_frame_00765.jpg,True,10.0.11.2,202310311946,2023-10-31 19:46:00,765,26,2023-10-31 19:46:29.423077,2023,10,31,19,46
2026-06-25 15:49:16.250711,classify,unsure,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202311010146.mp4_frame_00831.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unsure/10.0.11.2_202311010146.mp4_frame_00831.jpg,10.0.11.2_202311010146.mp4_frame_00831.jpg,True,10.0.11.2,202311010146,2023-11-01 01:46:00,831,26,2023-11-01 01:46:31.961538,2023,11,1,1,46
2026-06-25 15:49:18.442048,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202311010448.mp4_frame_01163.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/particulate/10.0.11.2_202311010448.mp4_frame_01163.jpg,10.0.11.2_202311010448.mp4_frame_01163.jpg,True,10.0.11.2,202311010448,2023-11-01 04:48:00,1163,26,2023-11-01 04:48:44.730769,2023,11,1,4,48
2026-06-25 15:49:28.333727,classify,unsure,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.11.2_202311020646.mp4_frame_01319.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unsure/10.0.11.2_202311020646.mp4_frame_01319.jpg,10.0.11.2_202311020646.mp4_frame_01319.jpg,True,10.0.11.2,202311020646,2023-11-02 06:46:00,1319,26,2023-11-02 06:46:50.730769,2023,11,2,6,46
2026-06-25 15:49:30.043289,classify,discard,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.12.2_202306222131.mp4_frame_00000.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/discard/10.0.12.2_202306222131.mp4_frame_00000.jpg,10.0.12.2_202306222131.mp4_frame_00000.jpg,True,10.0.12.2,202306222131,2023-06-22 21:31:00,0,26,2023-06-22 21:31:00,2023,6,22,21,31
2026-06-25 15:49:43.593555,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.12.2_202307010148.mp4_frame_01336.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/particulate/10.0.12.2_202307010148.mp4_frame_01336.jpg,10.0.12.2_202307010148.mp4_frame_01336.jpg,True,10.0.12.2,202307010148,2023-07-01 01:48:00,1336,26,2023-07-01 01:48:51.384615,2023,7,1,1,48
2026-06-25 15:49:46.940457,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.12.2_202307020448.mp4_frame_01706.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/particulate/10.0.12.2_202307020448.mp4_frame_01706.jpg,10.0.12.2_202307020448.mp4_frame_01706.jpg,True,10.0.12.2,202307020448,2023-07-02 04:48:00,1706,26,2023-07-02 04:49:05.615385,2023,7,2,4,48
2026-06-25 15:49:48.530211,classify,animal,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.12.2_202307021548.mp4_frame_00839.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/animal/10.0.12.2_202307021548.mp4_frame_00839.jpg,10.0.12.2_202307021548.mp4_frame_00839.jpg,True,10.0.12.2,202307021548,2023-07-02 15:48:00,839,26,2023-07-02 15:48:32.269231,2023,7,2,15,48
2026-06-25 15:49:51.730328,classify,particulate,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/unreviewed/10.0.12.2_202307061248.mp4_frame_00545.jpg,/Users/alopias/Desktop/Huyen-deePi/deePi-laptop/active_review_batch_001/particulate/10.0.12.2_202307061248.mp4_frame_00545.jpg,10.0.12.2_202307061248.mp4_frame_00545.jpg,True,10.0.12.2,202307061248,2023-07-06 12:48:00,545,26,2023-07-06 12:48:20.961538,2023,7,6,12,48
